Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
MID-SIZE,2.0,4,AS8,X,9.8,6.6,8.4,34,193
MID-SIZE,3.0,6,AS6,X,12.9,9.0,11.2,25,258
SUV - SMALL,2.0,4,AS8,X,9.8,7.6,8.8,32,202
SUV - SMALL,2.5,5,AS6,X,11.8,8.5,10.3,27,237
STATION WAGON - SMALL,3.0,6,AS6,X,12.8,8.9,11.0,26,253
STATION WAGON - SMALL,2.0,4,AS8,X,9.8,6.6,8.4,34,193
STATION WAGON - SMALL,2.5,5,AS6,X,11.6,8.2,10.1,28,232
STATION WAGON - SMALL,3.0,6,AS6,X,12.9,9.0,11.2,25,258
SUV - SMALL,3.2,6,AS6,X,13.1,9.5,11.5,25,264
SUV - SMALL,2.0,4,AS8,X,9.8,7.6,8.8,32,202
SUV - SMALL,2.5,5,AS6,X,13.0,9.4,11.4,25,262
SUV - SMALL,2.0,4,AS8,Z,10.7,7.8,9.4,30,216
SUV - SMALL,3.0,6,AS6,X,13.6,9.9,11.9,24,274
SUV - SMALL,3.2,6,AS6,X,13.1,9.1,11.3,25,260
SUV - SMALL,2.0,4,AS8,X,9.8,7.6,8.8,32,202
SUV - SMALL,3.0,6,AS6,X,13.6,9.9,11.9,24,274
COMPACT,2.4,4,AM8,Z,9.3,6.6,8.1,35,189
SUV - SMALL,3.5,6,AS9,Z,12.7,9.1,11.1,25,254
SUV - SMALL,3.5,6,AS9,Z,12.2,9.1,10.7,26,251
SUV - SMALL,3.5,6,AS6,Z,12.4,8.6,10.7,26,249
MID-SIZE,3.5,6,AS6,Z,11.9,7.7,10.0,28,235
MID-SIZE,3.5,6,AM7,Z,8.0,7.5,7.7,37,180
COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34,196
COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,226
TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
MINICOMPACT,5.9,12,A6,Z,18.0,12.6,15.6,18,365
SUBCOMPACT,6.0,12,A8,Z,16.8,10.9,14.2,20,332
MINICOMPACT,6.0,12,A8,Z,17.6,11.4,14.8,19,346
TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
TWO-SEATER,6.0,12,AM7,Z,19.5,12.8,16.5,17,390
SUBCOMPACT,1.8,4,AM6,X,10.0,7.1,8.7,32,204
SUBCOMPACT,2.0,4,AM6,X,9.8,7.2,8.6,33,201
SUBCOMPACT,2.0,4,AM6,X,10.1,7.5,8.9,32,208
COMPACT,2.0,4,AV8,Z,9.9,7.6,8.9,32,212
COMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,224
COMPACT,2.0,4,M6,Z,10.6,7.3,9.1,31,214
STATION WAGON - SMALL,2.0,4,AS8,Z,11.2,8.4,9.9,29,232
SUBCOMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,224
SUBCOMPACT,2.0,4,M6,Z,10.6,7.3,9.1,31,214
SUBCOMPACT,2.0,4,AS8,Z,11.3,8.0,9.8,29,230
MID-SIZE,2.0,4,AS8,Z,10.8,7.3,9.2,31,211
MID-SIZE,3.0,6,AS8,Z,11.6,7.9,9.9,29,232
MID-SIZE,3.0,6,AS8,D,9.4,6.2,7.8,36,213
MID-SIZE,3.0,6,AS8,Z,11.6,7.9,9.9,29,232
MID-SIZE,3.0,6,AS8,D,9.4,6.2,7.8,36,213
MID-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,247
MID-SIZE,4.0,8,AS8,Z,12.9,8.0,10.7,26,249
MID-SIZE,3.0,6,AS8,D,9.8,6.5,8.4,34,224
FULL-SIZE,4.0,8,AS8,Z,13.1,8.3,10.9,26,255
FULL-SIZE,6.3,12,AS8,Z,17.8,10.8,14.6,19,344
COMPACT,2.0,4,AS6,Z,12.0,8.2,10.3,27,242
COMPACT,2.0,4,AS6,Z,11.9,8.4,10.3,27,240
SUV - SMALL,2.0,4,AS8,Z,12.0,8.5,10.4,27,244
SUV - SMALL,3.0,6,AS8,Z,13.2,9.2,11.4,25,267
SUV - SMALL,3.0,6,AS8,D,10.2,7.8,9.0,31,244
SUV - SMALL,2.0,4,AS8,Z,9.8,7.9,8.9,32,209
MID-SIZE,4.0,8,AS8,Z,16.6,9.4,13.3,21,313
SUBCOMPACT,2.0,4,AM6,Z,10.1,7.7,9.0,31,211
COMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,257
COMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,273
SUBCOMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,257
SUBCOMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,273
SUBCOMPACT,3.0,6,AM7,Z,13.3,9.1,11.4,25,266
MID-SIZE,4.0,8,AM7,Z,13.3,8.8,11.3,25,263
MID-SIZE,4.0,8,AM7,Z,13.4,8.8,11.4,25,265
MID-SIZE,4.0,8,AS8,Z,15.7,9.4,12.8,22,300
SUV - SMALL,3.0,6,AS8,Z,14.1,9.9,12.2,23,285
SUBCOMPACT,2.0,4,AM6,X,10.1,7.8,9.1,31,209
TWO-SEATER,2.0,4,AM6,X,10.1,7.8,9.1,31,209
SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30,222
COMPACT,4.0,8,AS8,Z,16.1,9.4,13.1,22,307
COMPACT,6.0,12,AS8,Z,18.9,11.2,15.4,18,360
SUBCOMPACT,4.0,8,AS8,Z,17.7,10.3,14.4,20,337
SUBCOMPACT,6.0,12,AS8,Z,19.6,11.7,16.0,18,375
MID-SIZE,4.0,8,AS8,Z,17.7,10.0,14.2,20,334
MID-SIZE,6.0,12,AS8,Z,20.3,11.9,16.5,17,388
MID-SIZE,6.8,8,AS8,Z,21.0,13.1,17.5,16,408
SUBCOMPACT,2.0,4,AS8,Z,9.9,6.5,8.4,34,197
SUBCOMPACT,2.0,4,M6,Z,10.7,7.0,9.0,31,211
SUBCOMPACT,2.0,4,AS8,Z,10.4,6.8,8.8,32,207
SUBCOMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
COMPACT,2.0,4,AS8,Z,9.9,6.5,8.4,34,197
COMPACT,2.0,4,M6,Z,10.7,7.0,9.0,31,211
COMPACT,2.0,4,AS8,Z,10.4,6.8,8.8,32,207
COMPACT,2.0,4,AS8,D,7.7,5.7,6.8,42,183
STATION WAGON - SMALL,2.0,4,AS8,D,7.7,5.7,6.8,42,183
COMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
FULL-SIZE,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
STATION WAGON - SMALL,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
FULL-SIZE,3.0,6,AS8,Z,12.0,7.9,10.2,28,238
COMPACT,3.0,6,AS8,Z,10.9,7.2,9.3,30,217
COMPACT,3.0,6,M6,Z,11.6,7.8,9.9,29,231
COMPACT,3.0,6,AS8,Z,10.9,7.3,9.3,30,216
COMPACT,3.0,6,M6,Z,11.9,8.3,10.3,27,241
SUBCOMPACT,2.0,4,AS8,Z,10.8,6.7,8.9,32,211
COMPACT,2.0,4,AS8,Z,9.9,6.5,8.4,34,197
COMPACT,2.0,4,M6,Z,10.7,7.0,9.0,31,211
COMPACT,2.0,4,AS8,Z,10.8,6.7,8.9,32,211
COMPACT,2.0,4,M6,Z,10.9,6.8,9.0,31,210
SUBCOMPACT,2.0,4,AS8,Z,11.3,7.1,9.4,30,221
COMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
COMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
SUBCOMPACT,3.0,6,AS8,Z,11.8,7.6,9.9,29,232
COMPACT,3.0,6,AS8,Z,11.6,7.7,9.9,29,232
COMPACT,3.0,6,M6,Z,12.1,8.4,10.5,27,246
SUBCOMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
COMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238
COMPACT,3.0,6,M6,Z,12.3,8.4,10.5,27,247
COMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238
MID-SIZE,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
MID-SIZE,3.0,6,AS8,D,9.2,6.3,7.9,36,212
MID-SIZE,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
FULL-SIZE,3.0,6,AS8,Z,13.0,9.1,11.2,25,263
MID-SIZE,4.4,8,AS8,Z,14.4,9.6,12.3,23,288
FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
SUBCOMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
COMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
SUBCOMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
COMPACT,4.4,8,AS8,Z,14.4,9.6,12.3,23,288
COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
MID-SIZE,3.0,6,AS8,Z,10.6,7.9,9.4,30,219
COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
SUBCOMPACT,3.0,6,AM7,Z,11.8,8.8,10.4,27,244
SUBCOMPACT,3.0,6,M6,Z,12.7,9.2,11.1,25,260
SUBCOMPACT,3.0,6,AS8,Z,11.6,7.7,9.9,29,232
SUBCOMPACT,3.0,6,M6,Z,11.9,8.6,10.4,27,245
SUBCOMPACT,3.0,6,AS8,Z,11.6,7.7,9.9,29,232
SUBCOMPACT,3.0,6,M6,Z,12.1,8.4,10.5,27,246
SUBCOMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238
SUBCOMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238
COMPACT,3.0,6,AM7,Z,14.1,9.7,12.1,23,284
COMPACT,3.0,6,M6,Z,13.7,9.0,11.6,24,271
SUBCOMPACT,3.0,6,AM7,Z,14.2,9.6,12.1,23,282
SUBCOMPACT,3.0,6,M6,Z,14.1,9.0,11.8,24,278
COMPACT,3.0,6,AM7,Z,14.1,9.7,12.1,23,284
COMPACT,3.0,6,M6,Z,13.7,9.0,11.6,24,271
MID-SIZE,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
MID-SIZE,4.4,8,M6,Z,16.1,10.9,13.7,21,321
COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
COMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
SUBCOMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
SUBCOMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
COMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
SUV - SMALL,2.0,4,AS8,Z,10.7,7.4,9.2,31,215
SUV - SMALL,2.0,4,AS8,D,8.6,6.9,7.9,36,211
SUV - SMALL,2.0,4,AS8,Z,11.1,8.4,9.9,29,231
SUV - SMALL,3.0,6,AS8,Z,12.7,8.8,10.9,26,257
SUV - SMALL,3.0,6,AS8,Z,12.8,9.5,11.3,25,264
SUV - SMALL,2.0,4,AS8,Z,11.7,8.4,10.2,28,238
SUV - SMALL,3.0,6,AS8,Z,12.7,8.8,10.9,26,257
SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,343
SUV - STANDARD,3.0,6,AS8,D,10.0,7.6,8.9,32,233
SUV - STANDARD,3.0,6,AS8,Z,13.0,9.7,11.5,25,269
SUV - STANDARD,4.4,8,AS8,Z,15.7,11.4,13.8,20,322
SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,343
SUV - STANDARD,3.0,6,AS8,Z,13.0,9.7,11.5,25,269
SUV - STANDARD,4.4,8,AS8,Z,15.7,11.4,13.8,20,322
TWO-SEATER,2.0,4,AS8,Z,10.7,7.1,9.1,31,212
TWO-SEATER,2.0,4,M6,Z,10.7,7.0,9.0,31,211
TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23,282
TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23,282
SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,21,315
SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,21,323
SUV - SMALL,1.4,4,AS6,X,9.5,7.2,8.5,33,199
SUV - SMALL,1.4,4,AS6,X,10.2,8.0,9.2,31,215
SUV - SMALL,1.4,4,AS6,X,8.5,6.9,7.8,36,182
SUV - SMALL,1.4,4,AS6,X,8.9,7.4,8.2,34,192
SUV - SMALL,2.0,4,A6,Z,11.8,9.1,10.6,27,248
MID-SIZE,3.6,6,AS6,X,13.7,8.6,11.4,25,268
MID-SIZE,3.6,6,AS6,E,18.7,12.4,15.8,18,260
MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,193
MID-SIZE,3.6,6,AS6,X,13.8,9.0,11.7,24,274
MID-SIZE,3.6,6,AS6,E,18.5,12.5,15.8,18,263
MID-SIZE,2.0,4,AS6,Z,11.4,7.9,9.8,29,231
MID-SIZE,2.0,4,M6,Z,11.6,7.6,9.8,29,230
MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,193
MID-SIZE,2.0,4,AS6,Z,12.4,8.7,10.7,26,252
COMPACT,2.0,4,AS6,Z,11.4,7.9,9.8,29,231
COMPACT,2.0,4,M6,Z,11.6,7.6,9.8,29,230
COMPACT,2.4,4,AS6,X,11.3,7.4,9.6,29,224
COMPACT,2.0,4,AS8,Z,10.5,7.6,9.2,31,215
COMPACT,2.0,4,M6,Z,12.0,8.1,10.3,27,240
COMPACT,2.5,4,AS8,X,10.6,7.3,9.1,31,214
COMPACT,3.6,6,AS8,X,11.6,7.9,9.9,29,233
COMPACT,2.0,4,AS8,Z,10.8,7.8,9.4,30,221
COMPACT,3.6,6,AS8,X,12.2,8.5,10.5,27,247
COMPACT,3.6,6,AS8,Z,14.7,9.8,12.5,23,293
COMPACT,3.6,6,M6,Z,14.2,10.2,12.4,23,289
FULL-SIZE,2.0,4,AS8,Z,11.0,7.6,9.5,30,222
FULL-SIZE,3.0,6,AS8,Z,13.0,9.0,11.2,25,263
FULL-SIZE,3.6,6,AS8,X,12.8,8.7,11.0,26,257
MID-SIZE,2.0,4,AS8,Z,11.0,7.6,9.5,30,221
MID-SIZE,3.6,6,AS8,X,11.6,7.9,9.9,29,233
MID-SIZE,2.0,4,AS8,Z,11.2,8.1,9.8,29,229
MID-SIZE,3.6,6,AS8,X,12.2,8.5,10.5,27,247
MID-SIZE,3.6,6,AS8,Z,14.7,9.8,12.5,23,293
MID-SIZE,6.2,8,AS8,Z,16.6,11.1,14.1,20,332
SUV - STANDARD,6.2,8,A8,Z,16.0,11.2,13.9,20,325
SUV - STANDARD,3.6,6,AS6,X,14.2,9.8,12.3,23,287
SUV - STANDARD,3.6,6,AS6,X,14.8,10.4,12.8,22,300
FULL-SIZE,3.6,6,AS6,X,13.6,8.6,11.3,25,263
FULL-SIZE,3.6,6,AS6,X,13.9,8.9,11.6,24,273
FULL-SIZE,3.6,6,AS6,Z,15.0,10.2,12.8,22,302
COMPACT,2.0,4,AS8,Z,10.9,7.5,9.3,30,218
COMPACT,2.0,4,M6,Z,11.4,7.9,9.8,29,229
COMPACT,3.6,6,AS8,X,12.3,8.5,10.6,27,248
COMPACT,3.6,6,M6,X,13.2,8.7,11.2,25,261
COMPACT,6.2,8,AS8,Z,14.2,8.4,11.6,24,272
COMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284
SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.7,9.0,9.4,30,220
PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.9,10.5,27,247
PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,26,253
PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.7,9.4,30,252
PICKUP TRUCK - SMALL,3.6,6,A6,X,13.0,9.2,11.3,25,265
PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,265
PICKUP TRUCK - SMALL,2.8,4,A6,D,12.0,8.2,10.3,27,277
PICKUP TRUCK - SMALL,3.6,6,A6,X,13.6,9.9,11.9,24,279
TWO-SEATER,6.2,8,AS8,Z,14.6,8.1,11.7,24,275
TWO-SEATER,6.2,8,M7,Z,13.7,8.2,11.2,25,263
TWO-SEATER,6.2,8,AS8,Z,17.7,10.2,14.3,20,335
TWO-SEATER,6.2,8,M7,Z,15.7,10.6,13.4,21,313
COMPACT,1.4,4,AS6,X,7.8,5.6,6.8,42,159
COMPACT,1.4,4,M6,X,8.2,5.8,7.1,40,167
COMPACT,1.4,4,AS6,X,7.8,5.9,6.9,41,160
MID-SIZE,1.4,4,AS6,X,9.1,6.3,7.8,36,184
MID-SIZE,1.4,4,M6,X,9.0,6.2,7.8,36,182
MID-SIZE,1.8,4,AS6,X,10.5,6.8,8.8,32,207
MID-SIZE,1.8,4,M6,X,9.4,6.6,8.1,35,190
MID-SIZE,1.4,4,A6,X,9.0,6.1,7.7,37,181
MID-SIZE,1.4,4,M6,X,8.4,5.6,7.1,40,167
SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,214
SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,285
SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,214
SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,21,221
SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,235
SUV - SMALL,3.6,6,A6,X,14.9,10.1,12.8,22,300
SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,235
SUV - SMALL,2.4,4,A6,E,16.3,11.6,14.2,20,236
VAN - PASSENGER,6.0,8,A6,X,22.0,14.9,18.8,15,441
VAN - PASSENGER,6.0,8,A6,X,23.0,16.0,19.8,14,465
FULL-SIZE,2.5,4,AS6,X,10.6,7.5,9.2,31,215
FULL-SIZE,3.6,6,AS6,X,12.5,8.2,10.6,27,248
FULL-SIZE,3.6,6,AS6,E,17.0,11.5,14.5,19,239
MID-SIZE,3.6,6,AS6,X,13.9,9.3,11.9,24,272
MID-SIZE,3.6,6,AS6,N,15.2,9.5,12.7,22,213
MID-SIZE,1.5,4,A6,X,8.7,6.3,7.6,37,179
MID-SIZE,2.0,4,AS8,Z,10.6,7.1,9.0,31,211
MID-SIZE,2.5,4,AS6,X,10.0,7.0,8.6,33,202
MID-SIZE,1.8,4,AV,X,5.0,5.1,5.1,55,122
PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22,298
PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,328
PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.5,10.0,11.9,24,280
PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.4,17.1,17,284
PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.4,12.7,22,298
PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.0,17.2,16,286
PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20,332
PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,22,296
PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.3,15.3,18.1,16,301
PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,306
PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.5,14.4,17.8,16,295
PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,304
COMPACT,1.4,4,AS6,X,9.0,6.8,8.0,35,188
COMPACT,1.4,4,M6,X,8.5,6.2,7.5,38,175
COMPACT,1.8,4,AS6,X,9.6,6.7,8.3,34,195
COMPACT,1.8,4,M5,X,9.0,6.8,8.0,35,187
COMPACT,1.4,4,AS6,X,9.5,7.1,8.4,34,195
COMPACT,1.4,4,M6,X,8.9,7.0,8.0,35,189
STATION WAGON - SMALL,1.4,4,AS6,X,9.0,6.8,8.0,35,188
STATION WAGON - SMALL,1.4,4,M6,X,8.5,6.2,7.5,38,175
STATION WAGON - SMALL,1.8,4,AS6,X,9.6,6.7,8.3,34,195
STATION WAGON - SMALL,1.8,4,M5,X,9.0,6.8,8.0,35,187
STATION WAGON - SMALL,1.4,4,AS6,X,9.5,7.1,8.4,34,195
STATION WAGON - SMALL,1.4,4,M6,X,8.9,7.0,8.0,35,189
SUBCOMPACT,1.4,4,AV,X,7.6,5.7,6.7,42,157
SUBCOMPACT,1.4,4,M5,X,7.8,5.8,6.9,41,162
SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,288
SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,317
SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,304
SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16,288
SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
SUV - STANDARD,5.3,8,A6,E,20.9,14.5,18.0,16,300
SUV - STANDARD,3.6,6,A6,X,15.8,10.6,13.4,21,315
SUV - STANDARD,3.6,6,A6,X,16.1,10.8,13.7,21,323
SUV - SMALL,1.4,4,AS6,X,9.2,7.0,8.2,34,193
SUV - SMALL,1.4,4,M6,X,9.1,6.9,8.1,35,190
SUV - SMALL,1.4,4,AS6,X,9.7,7.6,8.7,32,205
MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,198
MID-SIZE,2.4,4,A9,E,13.6,8.5,11.3,25,186
MID-SIZE,3.6,6,A9,X,12.4,7.5,10.2,28,239
MID-SIZE,3.6,6,A9,E,16.5,10.1,13.6,21,225
MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,26,250
MID-SIZE,3.6,6,A9,E,16.9,10.8,14.1,20,232
FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240
FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240
FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,229
FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289
FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257
FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257
FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,243
MINIVAN,3.6,6,A6,X,14.1,9.5,12.0,24,282
MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,17,279
MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
MID-SIZE,5.7,8,M6,X,15.6,10.0,13.1,22,307
MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326
MID-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289
MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326
MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,353
FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,271
FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240
FULL-SIZE,3.6,6,A5,X,13.7,8.9,11.5,25,271
FULL-SIZE,3.6,6,A5,E,18.7,12.4,15.9,18,264
FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240
FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,229
FULL-SIZE,5.7,8,A5,X,15.7,9.6,12.9,22,302
FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289
FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257
FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,257
FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,243
FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21,313
FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
FULL-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35,189
MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,202
MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8,32,205
MID-SIZE,2.0,4,A6,X,9.9,7.0,8.6,33,201
MID-SIZE,2.0,4,A6,E,13.3,9.3,11.5,25,187
MID-SIZE,2.4,4,A6,X,10.6,7.5,9.2,31,215
MID-SIZE,2.4,4,M6,X,10.2,7.0,8.8,32,207
MID-SIZE,1.4,4,AM6,X,8.4,5.9,7.3,39,171
MID-SIZE,1.4,4,M6,X,8.5,5.8,7.3,39,171
SUV - STANDARD,3.6,6,A8,X,12.8,9.5,11.3,25,265
SUV - STANDARD,5.7,8,A8,X,16.7,10.7,14.0,20,329
MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276
MINIVAN,3.6,6,A6,E,19.2,13.1,16.4,17,269
SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25,260
SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.1,23,283
SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,17,270
SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,292
TWO-SEATER,8.4,10,M6,Z,19.2,11.3,15.6,18,364
MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,183
MINICOMPACT,1.4,4,M5,X,7.9,6.3,7.2,39,168
MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,183
MINICOMPACT,1.4,4,M5,X,7.6,5.9,6.8,42,160
MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200
MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,183
MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200
MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,183
MINICOMPACT,1.4,4,A6,X,9.6,7.3,8.6,33,200
MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,183
STATION WAGON - SMALL,1.4,4,A6,X,10.6,7.8,9.4,30,218
STATION WAGON - SMALL,1.4,4,AM6,X,9.9,7.2,8.7,32,203
STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.1,8.3,34,194
SUV - SMALL,1.4,4,M6,X,9.5,6.9,8.3,34,194
SUV - SMALL,2.4,4,A9,X,10.6,7.6,9.3,30,217
SUV - SMALL,2.4,4,A9,X,11.0,7.9,9.6,29,224
FULL-SIZE,2.0,4,AV,X,5.6,6.4,6.0,47,140
